"TIpo","Movimientos","Tiempo","Jugador"
floppy, 5, 10.173196830383098, e
3x3, 25, 15.868909992423216, e
floppy, 4, 1.6760583839192122, a
floppy, 3, 6.547308751136171, e
3x3, 15, 7.213501657276797, e
3x3, 23, 7.573072032298227, e
2x2, 18, 5.215315188275186, e
floppy, 3, 5.583978695097428, e
3x3V2, 18, 10.020167059063633, e
3x3V2, 11, 54.68471147546495, a
3x3, 27, 8.916289126944568, e
floppy, 3, 4.054353950268819, a
3x3, 30, 792.1442970451144, a
3x3, 15, 5.8171883006294305, e
3x3, 21, 6.240835667529767, e
3x3V2, 28, 147.87525892367063, a
3x3V2, 11, 104.68747524672688, a
3x3, 22, 583.3705654168567, a
2x2, 17, 7.091618049090961, e
3x3, 24, 371.67698085422853, a
3x3V2, 17, 11.191269404019845, e
2x2, 18, 270.7624165577314, a
3x3V2, 33, 741.2121948579764, a
3x3, 19, 6.198783255072606, e
3x3, 19, 411.2568741285015, a
2x2, 11, 12.162627021268335, e
2x2, 15, 434.8818835496113, a
2x2, 18, 6.77615654861277, e
3x3V2, 35, 245.4333344176173, a
2x2, 13, 6.0966728109760355, e
2x2, 12, 105.29054594550138, a
3x3V2, 24, 558.5251189912278, a
floppy, 4, 49.66946456911501, a
3x3, 21, 479.7514529830484, a
3x3V2, 17, 408.45184100547345, a
3x3, 12, 50.09452038385018, a
3x3, 25, 6.601941880273839, e
2x2, 14, 5.323311470268462, e
3x3V2, 22, 637.1919160408398, a
3x3V2, 13, 372.1621949493635, a
2x2, 17, 41.68358427064538, a
floppy, 4, 51.66503030208628, a
3x3V2, 24, 362.20035293708224, a
2x2, 13, 9.42707995721764, e
floppy, 5, 7.960466628667749, e
2x2, 16, 9.922774635398834, e
floppy, 4, 8.980338987667533, e
floppy, 6, 8.407418389821956, e
floppy, 3, 26.91399011212718, a
2x2, 10, 180.81863691213897, a
3x3V2, 19, 514.0531835705299, a
2x2, 13, 9.590803873399706, e
floppy, 4, 5.386236723538184, e
3x3V2, 17, 415.7386066560422, a
3x3V2, 26, 271.4403885418668, a
3x3, 27, 563.3352671351349, a
3x3V2, 27, 9.310241693346914, e
floppy, 4, 7.711620829902506, e
2x2, 9, 6.117532968611485, e
3x3V2, 21, 5.077807703063529, e
floppy, 4, 11.96755297861974, e
floppy, 5, 6.702850154364748, e
floppy, 4, 11.657848078623225, e
2x2, 18, 395.3090016552692, a
floppy, 5, 60.890044072584146, a
2x2, 20, 586.0844369537381, a
2x2, 10, 111.81767811961885, a
3x3, 14, 6.036295179437927, e
2x2, 19, 272.83525001100975, a
3x3, 17, 10.981612063459727, e
3x3V2, 20, 511.6435654394268, a
floppy, 5, 142.4533995693959, a
3x3V2, 20, 429.42410275787176, a
3x3, 19, 6.380120416411738, e
2x2, 14, 8.422288063936467, e
3x3, 26, 5.4501016035484335, e
3x3V2, 18, 5.469284391976706, e
2x2, 17, 410.73279926029875, a
2x2, 17, 441.2269240444571, a
3x3, 16, 337.7615905877402, a
2x2, 13, 72.0924648246056, a
floppy, 5, 136.64861685585794, a
3x3, 14, 9.235775607263044, e
3x3, 20, 7.560150558526297, e
3x3, 24, 597.6257852915543, a
2x2, 15, 338.9199854688622, a
3x3V2, 26, 478.9659268073747, a
3x3V2, 21, 298.3001178322554, a
3x3, 21, 16.06349042130573, e
3x3V2, 24, 699.1871663832235, a
3x3, 14, 13.783650994870376, e
2x2, 16, 14.521577750592614, e
floppy, 5, 48.79991842362347, a
3x3V2, 25, 5.427764723442878, e
2x2, 9, 247.21197863359646, a
floppy, 4, 41.623764465864156, a
floppy, 5, 50.89729616203829, a
2x2, 15, 10.676548883814085, e
3x3, 19, 5.384016191090547, e
floppy, 4, 6.630714047882858, e
3x3V2, 15, 61.276136373818076, a
2x2, 19, 453.0060727717075, a
2x2, 12, 8.953482696577952, e
floppy, 5, 12.29767198521326, e
floppy, 3, 11.775604259163508, e
floppy, 4, 77.02150949726229, a
3x3V2, 17, 5.868324668423806, e
floppy, 5, 7.391713812325493, e
2x2, 13, 5.671938216620748, e
2x2, 8, 5.454029061184493, e
2x2, 20, 231.691540336243, a
3x3V2, 16, 5.204816113411498, e
floppy, 5, 5.0769737089517335, e
2x2, 12, 12.216754696564664, e
2x2, 11, 9.657222316790616, e
2x2, 13, 48.02513656696476, a
3x3, 19, 543.0984171334708, a
3x3, 25, 10.348398422732696, e
2x2, 13, 320.0911417950872, a
floppy, 5, 127.66289071384085, a
3x3, 23, 8.4589314665237, e
3x3V2, 13, 363.2867096928097, a
3x3, 22, 8.98258214911614, e
3x3V2, 15, 163.19469045078597, a
2x2, 18, 483.22909620106054, a
floppy, 6, 16.128053897543047, e
3x3, 18, 474.41164368868976, a
floppy, 5, 46.338419321345555, a
3x3, 20, 11.062713476644284, e
floppy, 5, 60.61548814916455, a
3x3V2, 16, 9.209610087085167, e
floppy, 4, 5.341937197966751, e
floppy, 4, 22.338858548972098, a
2x2, 8, 90.65111638343149, a
3x3V2, 22, 619.8243221696404, a
floppy, 4, 20.67078332288827, a
floppy, 4, 7.90883547103164, e
3x3V2, 16, 314.7997666375333, a
2x2, 15, 7.7619946991088025, e
3x3V2, 11, 64.56708187104505, a
3x3V2, 18, 165.09109061644017, a
3x3, 14, 16.948811701588404, e
floppy, 4, 8.692692273802692, e
3x3, 22, 650.9998410791601, a
3x3V2, 21, 314.9525841500002, a
2x2, 14, 6.987900256718908, e
floppy, 5, 149.47982633307976, a
floppy, 4, 45.63569263973818, a
2x2, 13, 7.016180771881615, e
2x2, 11, 149.659023599609, a
3x3, 21, 10.960640337696821, e
floppy, 4, 52.02108256802728, a
2x2, 15, 16.280603770177493, e
3x3, 10, 6.539671719884782, e
2x2, 11, 153.56058548574174, a
floppy, 4, 46.129766327253265, a
floppy, 5, 9.04300189829803, a
2x2, 9, 12.305692620046582, e
2x2, 15, 7.173227275934302, e
3x3V2, 25, 634.5334721567755, a
floppy, 6, 5.677329385606205, e
3x3V2, 16, 12.105056105603039, e
3x3V2, 21, 248.11217559793477, a
3x3, 25, 9.372942392985752, e
floppy, 4, 12.767333074974399, e
2x2, 11, 9.696366008488518, e
floppy, 4, 46.417256710376364, a
3x3V2, 16, 146.76021162228164, a
floppy, 6, 11.07846947812189, e
2x2, 13, 312.53686195755154, a
3x3, 15, 424.1550044113708, a
2x2, 14, 12.407615484171133, e
3x3, 28, 12.616990121274338, e
3x3, 21, 9.758467719105097, e
floppy, 5, 88.72184545041296, a
2x2, 12, 11.340205654877488, e
3x3, 22, 508.70319243959096, a
floppy, 2, 8.87826376966594, e
3x3V2, 19, 8.488568297899434, e
3x3, 9, 199.85585839443007, a
3x3, 18, 397.63695144953385, a
3x3V2, 21, 11.931742214047262, e
2x2, 13, 16.633410379876494, e
3x3, 29, 12.757202675299142, e
3x3V2, 14, 383.2958612819677, a
2x2, 14, 10.578831667402552, e
floppy, 3, 9.012460062652963, e
floppy, 4, 81.67285450520262, a
2x2, 16, 12.630272505048172, e
3x3, 10, 185.0751794939634, a
floppy, 5, 9.617441406656932, e
floppy, 4, 60.357271565791734, a
3x3V2, 19, 9.094255316687033, e
3x3, 18, 355.82543766297294, a
3x3, 21, 8.277042264217894, e
3x3, 26, 519.564264690659, a
floppy, 4, 8.450043647817944, e
3x3V2, 21, 5.3053260263761475, e
2x2, 15, 18.611838087065152, e
2x2, 18, 12.508290482143504, e
2x2, 14, 250.94269820981276, a
2x2, 14, 153.8142826700065, a
2x2, 12, 231.76656983120256, a
3x3, 10, 177.6265855569727, a
3x3, 17, 16.014113846040843, e
floppy, 4, 5.222161784609491, e
2x2, 15, 313.059300097065, a
3x3V2, 22, 597.2271527452866, a
floppy, 5, 10.70657687878747, e
3x3V2, 28, 8.586196286038696, e
2x2, 11, 9.184496135528917, e
2x2, 13, 250.64471878982334, a
2x2, 10, 7.3403772647844026, e
floppy, 5, 6.956718863434929, e
floppy, 4, 94.34293199764619, a
3x3V2, 14, 9.195771466400858, e
3x3, 21, 169.40924704886095, a
3x3V2, 27, 8.39722605825685, e
floppy, 5, 6.624604218646664, e
2x2, 13, 336.4209284850758, a
2x2, 12, 12.950588158568603, e
3x3, 16, 6.563490983094709, e
3x3, 22, 11.17618324250321, e
3x3, 27, 385.0646546276204, a
3x3, 21, 11.827223940293761, e
3x3, 20, 565.6107505184672, a
3x3, 17, 10.96264186405028, e
3x3V2, 16, 377.9893020569059, a
3x3V2, 19, 5.172329983879653, e
2x2, 17, 7.033752195283392, e
3x3, 29, 10.283380276580202, e
floppy, 4, 8.911469851876827, e
3x3V2, 19, 6.37157562001262, e
2x2, 15, 187.82438690485537, a
3x3, 25, 533.7352400719165, a
floppy, 5, 8.051483570721985, a
floppy, 5, 45.58717109592499, a
2x2, 19, 17.902842196036996, e
2x2, 19, 375.4621457460779, a
3x3V2, 22, 8.16066912712713, e
2x2, 15, 5.981555244203485, e
3x3, 27, 6.861634810580237, e
floppy, 3, 73.98360524979523, a
3x3, 25, 12.332793452705591, e
3x3V2, 31, 13.210700496016768, e
2x2, 15, 361.06578171398604, a
3x3V2, 16, 479.01543602161746, a
2x2, 15, 300.67302814212997, a
3x3, 8, 10.372071473548097, e
3x3V2, 18, 6.21506688145849, e
floppy, 4, 114.94859060858607, a
2x2, 17, 7.012332078221059, e
3x3V2, 22, 5.2986687824880905, e
2x2, 22, 419.86231585926225, a
2x2, 11, 235.57114048711173, a
floppy, 5, 7.517778288247668, e
floppy, 5, 64.42546551025237, a
2x2, 17, 7.85829580118876, e
floppy, 4, 66.2139869579554, a
3x3, 25, 7.599382819362912, e
floppy, 4, 113.56693438428039, a
3x3V2, 18, 423.31917911667927, a
3x3, 15, 415.4773058218967, a
2x2, 15, 10.84251241953044, e
floppy, 6, 10.491240046193488, e
2x2, 14, 317.68204233157815, a
floppy, 4, 78.44042836822211, a
floppy, 3, 5.144060303680865, e
floppy, 6, 9.878260299145458, e
2x2, 17, 8.70632810204035, e
2x2, 13, 345.3462376315482, a
2x2, 10, 7.643512120289692, e
3x3, 21, 5.769999129080848, e
3x3, 14, 6.570128953180756, a
3x3V2, 21, 8.463015197843129, e
floppy, 6, 13.99695082211017, e
3x3V2, 16, 12.20926092915127, e
3x3, 21, 376.2602859969477, a
3x3, 11, 218.29762557804753, a
3x3V2, 29, 808.3759896641302, a
floppy, 4, 79.60921038321294, a
2x2, 13, 216.30487943764467, a
2x2, 15, 7.737318772697611, e
3x3, 17, 302.34075751462456, a
3x3V2, 28, 201.8957390707597, a
floppy, 3, 14.774362409417677, e
2x2, 16, 185.85768410357633, a
2x2, 13, 194.96342264941813, a
3x3V2, 24, 629.2248390265196, a
3x3V2, 14, 12.354649681547446, e
3x3V2, 14, 416.8398919737701, a
3x3, 23, 12.462364742451662, e
3x3V2, 15, 264.140967040769, a
2x2, 13, 233.5659440371963, a
3x3, 11, 94.21241498177653, a
3x3, 20, 586.9024670248033, a
2x2, 16, 258.1540099266798, a
3x3, 27, 387.7960732431881, a
3x3, 26, 6.548830742306308, e
floppy, 5, 76.49810184601847, a
floppy, 5, 22.56984901348801, a
3x3, 4, 6.254830167472782, e
floppy, 4, 6.363781579244177, e
floppy, 4, 57.75663958202051, a
2x2, 12, 349.4887080008906, a
3x3, 22, 10.356475606298478, e
3x3V2, 23, 516.5949046014928, a
3x3, 8, 197.63452457946352, a
3x3, 28, 12.223230060185914, e
3x3V2, 15, 188.95531667949376, a
floppy, 4, 70.51804019466135, a
floppy, 6, 157.13882115168724, a
2x2, 14, 418.3737950453272, a
floppy, 4, 5.498197883717679, e
2x2, 20, 8.830685069547947, e
3x3, 19, 8.824692287379776, e
3x3V2, 23, 175.71281880565067, a
3x3V2, 13, 18.639193715304373, a
2x2, 12, 101.11498529454599, a
floppy, 4, 82.71271906229924, a
3x3, 15, 6.08911520179872, e
3x3V2, 17, 370.0183477523718, a
3x3V2, 15, 339.2095915113882, a
3x3V2, 12, 14.113570632442972, e
floppy, 6, 94.24482985775478, a
2x2, 15, 259.57829566277945, a
floppy, 6, 13.207834848690098, e
floppy, 5, 9.499838272505922, e
2x2, 19, 5.9821183452050075, e
floppy, 4, 100.97461692196612, a
2x2, 13, 5.200483427099937, e
3x3, 21, 6.988494041771787, a
floppy, 3, 6.384012866126458, e
3x3V2, 18, 5.94764052285676, e
3x3, 20, 537.985769999742, a
3x3, 24, 5.8654104465959875, e
2x2, 12, 8.93787844842301, e
2x2, 16, 445.27439477676853, a
3x3V2, 23, 280.9434218405089, a
floppy, 3, 26.491221655150753, a
3x3V2, 13, 8.670978154654108, e
3x3V2, 22, 5.397799304228892, e
3x3V2, 18, 12.699522670454465, e
3x3, 19, 546.5633641531922, a
3x3, 21, 166.64303463011174, a
3x3V2, 18, 376.90386209545943, a
floppy, 5, 80.7906478051633, a
3x3V2, 17, 97.74810922001052, a
3x3, 19, 546.8731987863042, a
3x3, 22, 11.244403984034047, e
2x2, 13, 202.56434503008984, a
floppy, 6, 9.093567631301553, e
2x2, 13, 8.226809841470521, e
3x3, 19, 146.9122914180486, a
2x2, 9, 55.42992792123812, a
2x2, 16, 6.894750898775197, e
3x3V2, 25, 7.28568853538871, e
3x3, 22, 210.55846335558726, a
3x3V2, 19, 55.44544938337128, a
2x2, 13, 7.828448080193855, e
2x2, 11, 17.385735375108027, e
floppy, 5, 6.981816626811712, e
2x2, 12, 337.64337903009107, a
3x3V2, 12, 115.16965537453882, a
3x3, 25, 663.0396496652043, a
3x3V2, 15, 229.4438688322607, a
3x3V2, 19, 6.57577002680214, e
3x3, 16, 387.44165366840383, a
2x2, 15, 171.32177322351998, a
2x2, 14, 206.9437419457126, a
2x2, 13, 29.019033327555803, a
3x3, 36, 548.0805013020183, a
2x2, 11, 10.447948825895542, e
3x3V2, 21, 591.2102944690602, a
floppy, 5, 8.790284850647003, e
3x3V2, 16, 5.4277519953191975, e
2x2, 15, 9.433645674963925, e
2x2, 11, 257.71007410735405, a
3x3, 29, 249.69530743112233, a
3x3, 17, 7.575111098351706, e
2x2, 14, 215.73746741344996, a
3x3V2, 20, 78.41282317809134, a
floppy, 6, 73.80674494497407, a
3x3V2, 22, 15.82864401903668, e
2x2, 16, 10.88406714590815, e
3x3, 25, 13.560295140338074, e
2x2, 12, 356.90991605468287, a
2x2, 17, 5.579030925570417, e
2x2, 6, 10.723813268561953, e
3x3, 13, 13.240465086936178, e
2x2, 15, 8.172014017830556, e
2x2, 15, 20.79533114967137, a
floppy, 5, 12.952943281174528, e
3x3, 23, 10.461679218641043, e
2x2, 16, 7.064042078079449, e
3x3V2, 15, 8.79761555245804, e
floppy, 6, 5.921861886062947, e
3x3, 20, 511.38893663699594, a
2x2, 15, 6.9483381446650485, e
3x3, 19, 523.6934103990604, a
3x3, 25, 425.9768558265975, a
2x2, 14, 339.8643679477912, a
3x3, 21, 7.2398143000138475, e
2x2, 15, 445.973214074962, a
3x3V2, 19, 549.5950151303641, a
3x3, 16, 5.4175004896931425, e
2x2, 15, 6.225377254789208, e
2x2, 17, 9.86714734632687, e
3x3V2, 16, 286.67619436041207, a
2x2, 13, 11.002412514189697, e
2x2, 16, 422.5921779289863, a
2x2, 15, 13.104320596355524, e
3x3, 24, 7.326146391098879, e
floppy, 5, 85.31677292464985, a
2x2, 15, 5.063139703344668, e
3x3, 16, 464.0297330714611, a
3x3V2, 17, 325.4992764984038, a
floppy, 4, 6.391646666412473, e
floppy, 5, 12.79647859798571, e
3x3V2, 20, 11.654232549846135, e
floppy, 4, 113.0738439359273, a
2x2, 19, 10.799064281771411, e
floppy, 3, 9.573917319763027, e
3x3, 32, 829.1765651243322, a
floppy, 5, 5.793979006746013, e
2x2, 15, 222.57595966000952, a
floppy, 5, 5.221187842046304, e
3x3, 25, 9.124681146188598, e
3x3, 20, 6.52788347540385, e
2x2, 12, 285.58334219407726, a
3x3, 10, 7.119600337144254, e
2x2, 8, 5.102946635789981, e
2x2, 19, 13.36304772891851, e
3x3, 22, 5.087589358710646, e
2x2, 19, 564.1854770449319, a
2x2, 16, 11.231900557297406, e
3x3, 22, 413.56793337166675, a
3x3, 13, 12.443311271891353, e
3x3, 15, 5.521458884832198, e
floppy, 4, 74.31445313449717, a
2x2, 17, 16.808334633402154, e
2x2, 17, 8.56534692936982, e
2x2, 14, 272.59030360438487, a
3x3V2, 20, 10.20552593206225, e
3x3V2, 13, 387.1452248324973, a
floppy, 3, 55.28887516411203, a
3x3, 15, 7.8873388348660285, e
2x2, 11, 22.94653253735271, a
3x3, 20, 6.805985344615687, e
3x3V2, 22, 411.495594217044, a
3x3, 18, 165.29280917397506, a
3x3, 18, 309.23439007459615, a
2x2, 16, 316.45481701450075, a
floppy, 4, 73.1774215395069, a
3x3, 19, 489.36182099917346, a
floppy, 5, 10.344146366048518, e
3x3V2, 25, 6.446250716804939, e
2x2, 19, 339.3916827672771, a
2x2, 9, 8.06628061258881, e
2x2, 11, 266.16430179405404, a
3x3, 28, 818.604572804369, a
2x2, 12, 9.04077233070786, e
3x3, 17, 5.698981998902659, e
2x2, 14, 13.250792981470658, e
3x3V2, 19, 469.9402155113652, a
3x3, 24, 7.408790621228818, e
3x3, 25, 544.9796579805599, a
3x3V2, 23, 669.4995804149175, a
2x2, 12, 5.458491161626509, e
floppy, 5, 118.72653222447639, a
3x3, 26, 14.289555190427865, e
2x2, 11, 8.523580076325299, e
3x3, 20, 10.333958316181569, e
3x3V2, 21, 7.3650810014021495, e
3x3, 23, 299.70878897291317, a
floppy, 4, 10.914814468645204, e
3x3V2, 10, 119.84205064439408, a
2x2, 15, 445.40649540472975, a
3x3V2, 19, 462.84644479466795, a
2x2, 11, 215.52910727196826, a
3x3, 11, 6.66295143679996, e
floppy, 5, 9.645377707107254, e
2x2, 14, 7.720529574385067, e
3x3V2, 21, 125.8394047789618, a
3x3V2, 24, 423.43105038838405, a
floppy, 5, 87.4391825560582, a
floppy, 5, 36.69832490696456, a
floppy, 5, 132.97663284234778, a
3x3, 20, 183.00452049297678, a
2x2, 13, 8.50210852453737, e
2x2, 13, 84.81740173877824, a
floppy, 5, 10.3007221521153, e
floppy, 5, 9.360714412096108, e
floppy, 4, 9.867437640580526, e
3x3, 33, 68.54084690359423, a
floppy, 4, 114.3405047910066, a
floppy, 6, 14.264157790002036, e
3x3V2, 17, 6.993140266069173, e
2x2, 22, 6.926298581369479, e
3x3, 11, 149.42724125276828, a
floppy, 5, 7.14326871059768, e
3x3V2, 27, 640.4484851629014, a
3x3V2, 24, 556.0834180029306, a
floppy, 6, 92.74314846451557, a
floppy, 4, 5.897159321499402, e
floppy, 6, 134.6265492787801, a
2x2, 11, 167.29190679501926, a
3x3, 17, 311.10418999710856, a
2x2, 8, 15.352163363632293, e
3x3, 18, 506.28404550904236, a
3x3V2, 15, 418.6112878893502, a
floppy, 6, 16.67775423210174, e
3x3V2, 13, 345.37672207250705, a
3x3V2, 18, 9.908995495786764, e
floppy, 6, 5.31060367679675, e
3x3V2, 12, 187.83158019003628, a
3x3V2, 14, 413.6778937537854, a
2x2, 17, 10.694789053948702, e
2x2, 10, 294.0172798627401, a
2x2, 12, 7.174778793139099, e
2x2, 13, 194.70108102460426, a
2x2, 17, 10.229222663649281, e
3x3V2, 23, 397.782487849013, a
floppy, 4, 51.17004764170349, a
2x2, 13, 10.641612321595524, e
2x2, 17, 9.881250458456185, e
3x3, 17, 6.439369182352967, e
3x3V2, 20, 320.2624469656143, a
2x2, 18, 10.763193198071999, e
2x2, 14, 11.034458501127341, e
floppy, 4, 57.78600447254723, a
floppy, 6, 60.0647873559891, a
floppy, 4, 108.67466484323256, a
3x3V2, 16, 473.7314314596938, a
3x3V2, 18, 369.75347089710556, a
3x3, 19, 451.76653348802546, a
floppy, 5, 9.150008563246807, e
3x3V2, 23, 6.367755408257803, e
3x3V2, 25, 335.7549832131913, a
3x3V2, 19, 9.920493362154817, e
3x3, 23, 482.63539039495805, a
floppy, 7, 8.741442219541511, e
3x3, 16, 5.507793035112254, e
3x3V2, 20, 8.519022227793732, e
3x3, 15, 12.230631818772451, e
3x3, 14, 7.6571541493543585, e
2x2, 16, 444.4154672478153, a
2x2, 10, 6.776394566795185, e
3x3V2, 21, 454.8004678186897, a
2x2, 15, 72.27122031699128, a
3x3V2, 7, 53.50247302726302, a
3x3, 19, 7.039598914326097, e
floppy, 5, 56.411881454128434, a
3x3V2, 11, 36.6833218206375, a
floppy, 4, 8.12096763573242, e
2x2, 15, 338.1285681964729, a
3x3, 17, 209.09503796111608, a
3x3, 15, 7.228831348606393, e
3x3V2, 18, 8.407542305953704, e
3x3V2, 16, 160.20024112260347, a
